"venue_id","district_id","name","district","category","cuisine","phone","address","latitude","longitude","website","opening_hours_dict","opening_hours","postal_code","neighborhood","takeaway","wheelchair_accessible"
"V0061","11006006","Chalet Suisse","Steglitz-Zehlendorf","restaurant","suisse","+49308326362","Im Jagen 5, 14195 Berlin","52.461902","13.269189","https://chalet-suisse.de/","{""Fr"":[[""12:00"",""late""]],""Mo"":[[""12:00"",""late""]],""Sa"":[[""12:00"",""late""]],""Su"":[[""12:00"",""late""]],""Th"":[[""12:00"",""late""]],""Tu"":[[""12:00"",""late""]],""We"":[[""12:00"",""late""]]}","Mo-Su 12:00+","14195.0","Dahlem","","no"
"V0062","11001001","Jasper's","Mitte","restaurant","austrian;german","","Anklamer Straße 27, 10115 Berlin","52.536584","13.400690","","{""Fr"":[[""17:00"",""23:00""],[""Su 12:00"",""20:00""]],""Sa"":[[""17:00"",""23:00""],[""Su 12:00"",""20:00""]],""Th"":[[""17:00"",""23:00""],[""Su 12:00"",""20:00""]],""Tu"":[[""17:00"",""23:00""],[""Su 12:00"",""20:00""]],""We"":[[""17:00"",""23:00""],[""Su 12:00"",""20:00""]]}","Tu-Sa 17:00-23:00, Su 12:00-20:00","10115.0","Mitte","","no"
"V0063","11012012","Maestral","Reinickendorf","restaurant","","","Eichborndamm 236, 13437 Berlin","52.589373","13.325733","","{}","""Für Veranstaltungen nach Vereinbarung""","13437.0","Wittenau","","yes"
"V0064","11012012","Bier-Stub'n","Reinickendorf","restaurant","","","Bier-Stub'n, Residenzstraße, Weiße Stadt, Reinickendorf, Berlin, 13409, Deutschland","52.572383","13.359402","","{""Fr"":[[""17:00-18:00"",""late""]],""Mo"":[[""17:00-18:00"",""late""]],""Sa"":[[""17:00-18:00"",""late""]],""Su"":[[""17:00-18:00"",""late""]],""Th"":[[""17:00-18:00"",""late""]],""Tu"":[[""17:00-18:00"",""late""]],""We"":[[""17:00-18:00"",""late""]]}","Mo-Su 17:00-18:00+","13409.0","Reinickendorf","",""
"V0065","11012012","Irmak Grillhaus","Reinickendorf","restaurant","","","Irmak Grillhaus, Amendestraße, Reinickendorf, Berlin, 13409, Deutschland","52.567460","13.362755","","","","13409.0","Reinickendorf","",""
"V0066","11010010","Zur kleinen Remise","Marzahn-Hellersdorf","restaurant","german","","Oberfeldstraße 24, 12683 Berlin","52.518924","13.555397","","{""Fr"":[[""11:00"",""00:00""]],""Sa"":[[""11:00"",""00:00""]],""Su"":[[""11:00"",""00:00""]],""Th"":[[""11:00"",""00:00""]],""We"":[[""11:00"",""00:00""]]}","We-Su 11:00-24:00;""nach Vereinbarung""","12683.0","Biesdorf","","yes"
"V0067","11010010","Herkules I","Marzahn-Hellersdorf","restaurant","greek","+493054396797","Oberfeldstraße 30, 12683 Berlin","52.520263","13.555653","https://www.herkules1.de/","{""Fr"":[[""12:00"",""00:00""]],""Mo"":[[""12:00"",""00:00""]],""PH"":[[""12:00"",""00:00""]],""Sa"":[[""12:00"",""00:00""]],""Su"":[[""12:00"",""00:00""]],""Th"":[[""12:00"",""00:00""]],""Tu"":[[""12:00"",""00:00""]],""We"":[[""12:00"",""00:00""]]}","Mo-Su,PH 12:00-24:00","12683.0","Biesdorf","yes","yes"
"V0068","11012012","Schollenkrug","Reinickendorf","restaurant","noodles;pasta;deli;german;barbecue;tapas;local","+493094870300","Waidmannsluster Damm 77, 13509 Berlin","52.600668","13.303004","https://schollenkrug.com/","{""Fr"":[[""09:00"",""23:00""]],""Mo"":[[""09:00"",""23:00""]],""Sa"":[[""09:00"",""23:00""]],""Su"":[[""09:00"",""23:00""]],""Th"":[[""09:00"",""23:00""]],""Tu"":[[""09:00"",""23:00""]],""We"":[[""09:00"",""23:00""]]}","Mo-Su 09:00-23:00","13509.0","Tegel","","no"
"V0069","11012012","The Leaf","Reinickendorf","cafe","","","Residenzstraße 109, 13409 Berlin","52.564079","13.364491","","","","13409.0","Reinickendorf","",""
"V0070","11001001","Z-Bar","Mitte","bar","","","Bergstraße 2, 10115 Berlin","52.529526","13.395639","","{""Fr"":[[""19:00"",""late""]],""Mo"":[[""19:00"",""late""]],""Sa"":[[""19:00"",""late""]],""Su"":[[""19:00"",""late""]],""Th"":[[""19:00"",""late""]],""Tu"":[[""19:00"",""late""]],""We"":[[""19:00"",""late""]]}","19:00+","10115.0","Mitte","","no"
"V0071","11003003","I Due Forni","Pankow","restaurant","italian","","Schönhauser Allee 12, 10119 Berlin","52.530831","13.412464","","{""Fr"":[[""12:00"",""00:00""]],""Mo"":[[""12:00"",""00:00""]],""Sa"":[[""12:00"",""00:00""]],""Su"":[[""12:00"",""00:00""]],""Th"":[[""12:00"",""00:00""]],""Tu"":[[""12:00"",""00:00""]],""We"":[[""12:00"",""00:00""]]}","Mo-Su 12:00-24:00","10119.0","Prenzlauer Berg","yes","yes"
"V0073","11003003","SowohlAlsAuch","Pankow","cafe","german;coffee_shop","+49304429311","Kollwitzstraße 88, 10435 Berlin","52.538224","13.420499","http://www.tortenundkuchen.de/kaffeehaus-sowohlalsauch.html","{""Fr"":[[""08:00"",""23:00""]],""Mo"":[[""08:00"",""23:00""]],""Sa"":[[""08:00"",""23:00""]],""Su"":[[""08:00"",""23:00""]],""Th"":[[""08:00"",""23:00""]],""Tu"":[[""08:00"",""23:00""]],""We"":[[""08:00"",""23:00""]]}","Mo-Su 08:00-23:00","10435.0","Prenzlauer Berg","","no"
"V0074","11003003","Akemi","Pankow","restaurant","asian","","Rykestraße 39, 10405 Berlin","52.537653","13.421214","","","","10405.0","Prenzlauer Berg","",""
"V0075","11003003","Anjoy","Pankow","restaurant","vietnamese","+493054861357","Anjoy, Wörther Straße, Kollwitzkiez, Prenzlauer Berg, Pankow, Berlin, 10405, Deutschland","52.536142","13.420534","https://www.anjoy-restaurant.de/","{""Fr"":[[""12:00"",""23:30""]],""Mo"":[[""12:00"",""23:30""]],""PH"":[[""12:00"",""23:30""]],""Sa"":[[""12:00"",""23:30""]],""Su"":[[""11:00"",""23:30""]],""Th"":[[""12:00"",""23:30""]],""Tu"":[[""12:00"",""23:30""]],""We"":[[""12:00"",""23:30""]]}","Mo-Sa, PH 12:00-23:30; Su 11:00-23:30","10405.0","Prenzlauer Berg","","limited"
"V0076","11009009","Seepalast","Treptow-Köpenick","restaurant","asian","+493076905555","Fürstenwalder Allee 17, 12589 Berlin","52.441712","13.687254","http://www.seepalast.de","{""Fr"":[[""12:00"",""22:30""]],""Mo"":[[""12:00"",""22:30""]],""Sa"":[[""12:00"",""22:30""]],""Su"":[[""12:00"",""22:30""]],""Th"":[[""12:00"",""22:30""]],""Tu"":[[""12:00"",""22:30""]],""We"":[[""12:00"",""22:30""]]}","12:00-22:30","12589.0","Rahnsdorf","","yes"
"V0077","11007007","DoubleEye","Tempelhof-Schöneberg","cafe","coffee_shop","","Akazienstraße 22, 10823 Berlin","52.487992","13.354048","","{""Fr"":[[""08:18"",""18:29""]],""Mo"":[[""08:18"",""18:29""]],""Sa"":[[""08:33"",""17:57""]],""Th"":[[""08:18"",""18:29""]],""Tu"":[[""08:18"",""18:29""]],""We"":[[""08:18"",""18:29""]]}","Mo-Fr 08:18-18:29; Sa 08:33-17:57; Su off","10823.0","Schöneberg","yes","no"
"V0078","11007007","Yogi-Haus","Tempelhof-Schöneberg","restaurant","indian","+49307829223","Eisenacher Straße 54, 10823 Berlin","52.486278","13.350668","http://www.restaurant-yogihaus.de/","{""Fr"":[[""11:30"",""00:00""]],""Sa"":[[""11:30"",""00:00""]],""Su"":[[""11:30"",""23:00""]]}","Mo-Th, Su 11:30-23:00; Fr,Sa 11:30-24:00","10823.0","Schöneberg","","yes"
"V0079","11004004","La Residencia","Charlottenburg-Wilmersdorf","restaurant","","","Kurfürstendamm 27, 10719 Berlin","52.503131","13.327144","","","","10719.0","Charlottenburg","","no"
"V0080","11004004","Bristol Grill","Charlottenburg-Wilmersdorf","restaurant","","","Kurfürstendamm 27, 10719 Berlin","52.503324","13.327296","","","","10719.0","Charlottenburg","",""
"V0081","11004004","Le Faubourg","Charlottenburg-Wilmersdorf","restaurant","french","","Augsburger Straße 41, 10789 Berlin","52.502693","13.331882","","","","10789.0","Charlottenburg","","yes"
"V0082","11004004","Floh","Charlottenburg-Wilmersdorf","restaurant","regional;german","","Am Bahnhof Grunewald 4, 14193 Berlin","52.488003","13.263428","","{""Fr"":[[""12:00"",""18:00""]],""Sa"":[[""12:00"",""18:00""]],""Su"":[[""12:00"",""18:00""]],""Th"":[[""12:00"",""18:00""]],""Tu"":[[""12:00"",""18:00""]],""We"":[[""12:00"",""18:00""]]}","Tu-Su 12:00-18:00","14193.0","Grunewald","",""
"V0083","11004004","Trattoria Gioachino","Charlottenburg-Wilmersdorf","restaurant","italian","","Trattoria Gioachino, Am Bahnhof Grunewald, Grunewald, Charlottenburg-Wilmersdorf, Berlin, 14193, Deutschland","52.487884","13.262841","","","","14193.0","Grunewald","","yes"
"V0084","11006006","Fook Lam Mun","Steglitz-Zehlendorf","restaurant","","","Fook Lam Mun, 6A, Königstraße, Wannsee, Steglitz-Zehlendorf, Berlin, Teltow, 14109, Deutschland","52.420630","13.165528","","","","14109.0","Wannsee","","yes"
"V0085","11006006","Blockhaus Nikolskoe","Steglitz-Zehlendorf","restaurant","german","","Nikolskoer Weg 15, 14109 Berlin","52.424442","13.116311","","{""Fr"":[[""11:00"",""19:00""]],""Mo"":[[""11:00"",""19:00""]],""Sa"":[[""11:00"",""19:00""]],""Su"":[[""11:00"",""19:00""]],""Th"":[[""11:00"",""19:00""]],""Tu"":[[""11:00"",""19:00""]],""We"":[[""11:00"",""19:00""]]}","Mo-Su 11:00-19:00","14109.0","Wannsee","","yes"
"V0086","11005005","Agua TexMex","Spandau","restaurant","mexican","","Frieda-Arnheim-Promenade 7, 13585 Berlin","52.546258","13.211915","","{""Fr"":[[""11:00"",""23:00""]],""Mo"":[[""11:00"",""23:00""]],""Sa"":[[""11:00"",""23:00""]],""Su"":[[""11:00"",""23:00""]],""Th"":[[""11:00"",""23:00""]],""Tu"":[[""11:00"",""23:00""]],""We"":[[""11:00"",""23:00""]]}","Mo-Su 11:00-23:00","13585.0","Hakenfelde","","yes"
"V0087","11002002","Restaurant Hasenheide","Friedrichshain-Kreuzberg","restaurant","","","Restaurant Hasenheide, Jahnstraße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10967, Deutschland","52.487793","13.419658","https://www.wirtshaus-hasenheide.de/","{""Fr"":[[""09:00"",""00:00""]],""Mo"":[[""09:00"",""00:00""]],""Sa"":[[""09:00"",""00:00""]],""Su"":[[""09:00"",""00:00""]],""Th"":[[""09:00"",""00:00""]],""Tu"":[[""09:00"",""00:00""]],""We"":[[""09:00"",""00:00""]]}","Mo-Su 09:00-24:00","10967.0","Kreuzberg","","no"
"V0088","11001001","Eden","Mitte","restaurant","asian","","Rosenstraße 19, 10178 Berlin","52.521932","13.404800","","{""Fr"":[[""12:00"",""23:00""]],""Mo"":[[""12:00"",""23:00""]],""Sa"":[[""13:00"",""23:00""]],""Su"":[[""17:00"",""23:00""]],""Th"":[[""12:00"",""23:00""]],""Tu"":[[""12:00"",""23:00""]],""We"":[[""12:00"",""23:00""]]}","Mo-Fr 12:00-23:00; Sa 13:00-23:00; Su 17:00-23:00","10178.0","Mitte","","yes"
"V0089","11005005","Unvernunft","Spandau","restaurant","international","+49303333002","Unvernunft, Mauerstraße, Spandau, Berlin, 13597, Deutschland","52.535517","13.202053","https://kulturhaus-spandau.de/index.php?option=com_content&task=view&id=37&Itemid=49","{""Fr"":[[""12:00"",""22:00""]]}","Mo-Th 12:00-20:00; Fr 12:00-22:00","13597.0","Spandau","",""
"V0090","11005005","Taverna Teloneio","Spandau","restaurant","greek","","Möllentordamm 1, 13597 Berlin","52.539922","13.207419","","{""Fr"":[[""12:00"",""23:00""]],""Mo"":[[""12:00"",""23:00""]],""Sa"":[[""12:00"",""23:00""]],""Su"":[[""12:00"",""23:00""]],""Th"":[[""12:00"",""23:00""]],""Tu"":[[""12:00"",""23:00""]],""We"":[[""12:00"",""23:00""]]}","Mo-Su 12:00-23:00; Jan 01 14:00-21:00; Dec 31 12:00-18:00","13597.0","Spandau","yes","limited"
"V0091","11004004","Weisser Elefant","Charlottenburg-Wilmersdorf","restaurant","","+493039896060","Wegenerstraße 1, 10713 Berlin","52.489563","13.319198","https://www.weisser-elefant.de/","{""Fr"":[[""11:00"",""17:00""]],""Mo"":[[""11:00"",""17:00""]],""Th"":[[""11:00"",""17:00""]],""Tu"":[[""11:00"",""17:00""]],""We"":[[""11:00"",""17:00""]]}","Mo-Fr 11:00-17:00","10713.0","Wilmersdorf","","limited"
"V1782","11005005","Il Castello","Spandau","restaurant","italian","","Il Castello, Rauchstraße, Havelufer-Quartier, Hakenfelde, Spandau, Berlin, 13587, Deutschland","52.561445","13.208719","","","","13587.0","Hakenfelde","","no"
"V0092","11004004","Garcon","Charlottenburg-Wilmersdorf","restaurant","french","","Fechnerstraße 30, 10717 Berlin","52.489492","13.319673","","{""Fr"":[[""10:00"",""01:00""]],""Mo"":[[""10:00"",""01:00""]],""Sa"":[[""10:00"",""01:00""]],""Su"":[[""10:00"",""01:00""]],""Th"":[[""10:00"",""01:00""]],""Tu"":[[""10:00"",""01:00""]],""We"":[[""10:00"",""01:00""]]}","10:00-01:00","10717.0","Wilmersdorf","","yes"
"V0093","11001001","Frederick‘s","Mitte","restaurant","","","Frederick‘s, Potsdamer Straße, Tiergarten, Mitte, Berlin, 10785, Deutschland","52.509808","13.374341","https://fredericksberlin.com","{}","Mo-Th 12:00-14:30,18:00-01:00, Fr 12:00-14:30,18:00-01:30, Sa 11:00-14:30,18:00-01:30","10785.0","Tiergarten","","no"
"V0094","11001001","Lindenbräu","Mitte","restaurant","german","","Bellevuestraße 3-5, 10785 Berlin","52.510292","13.372668","","{}","Su-Th 11:30-01:30, Fr-Sa 11:30-02:30","10785.0","Tiergarten","","yes"
"V0095","11009009","Dittmanns Drogerie","Treptow-Köpenick","restaurant","german","","Dittmanns Drogerie, Kablower Weg, Bohnsdorf, Treptow-Köpenick, Berlin, 12526, Deutschland","52.402964","13.585665","","","","12526.0","Bohnsdorf","","yes"
"V0096","11002002","Schönbrunn","Friedrichshain-Kreuzberg","restaurant","","","1, 10249 Berlin","52.528035","13.433968","","{""PH"":[[""10:00"",""22:00""]],""Su"":[[""10:00"",""22:00""]]}","Apr-Sep Mo-Fr 12:00-22:00; Apr-Sep Sa,Su,PH 10:00-22:00","10249.0","Friedrichshain","","limited"
"V0097","11002002","Tropica Grillhaus","Friedrichshain-Kreuzberg","restaurant","","","Frankfurter Allee 73, 10247 Berlin","52.515206","13.468751","","{""Fr"":[[""11:00"",""22:00""]],""Mo"":[[""11:00"",""22:00""]],""Sa"":[[""11:00"",""22:00""]],""Su"":[[""11:00"",""22:00""]],""Th"":[[""11:00"",""22:00""]],""Tu"":[[""11:00"",""22:00""]],""We"":[[""11:00"",""22:00""]]}","Mo-Su 11:00-22:00","10247.0","Friedrichshain","",""
"V0098","11002002","Ristorante a Mano","Friedrichshain-Kreuzberg","restaurant","italian","+493095598243","Strausberger Platz 2, 10243 Berlin","52.519373","13.427509","https://www.amano-ristorante.de/","{""Fr"":[[""12:00"",""23:00""]],""Mo"":[[""12:00"",""23:00""]],""Sa"":[[""12:00"",""23:00""]],""Su"":[[""12:00"",""23:00""]],""Th"":[[""12:00"",""23:00""]],""Tu"":[[""12:00"",""23:00""]],""We"":[[""12:00"",""23:00""]]}","Mo-Su 12:00-23:00","10243.0","Friedrichshain","","limited"
"V0099","11002002","Hangmee","Friedrichshain-Kreuzberg","restaurant","asian","+493082717447","Boxhagener Straße 108, 10245 Berlin","52.512955","13.457640","","{""Fr"":[[""12:00"",""00:00""]],""Mo"":[[""12:00"",""00:00""]],""Sa"":[[""12:00"",""00:00""]],""Su"":[[""12:00"",""00:00""]],""Th"":[[""12:00"",""00:00""]],""Tu"":[[""12:00"",""00:00""]],""We"":[[""12:00"",""00:00""]]}","12:00-24:00","10245.0","Friedrichshain","","yes"
"V0100","11010010","Gaststätte zur S-Bahn","Marzahn-Hellersdorf","restaurant","german","+49305627003","Heinrich-Grüber-Straße 1, 12621 Berlin","52.512440","13.587869","https://www.zur-s-bahn.de/","{""Fr"":[[""12:00"",""22:00""]],""Mo"":[[""12:00"",""22:00""]],""PH"":[[""12:00"",""22:00""]],""Sa"":[[""12:00"",""22:00""]],""Su"":[[""12:00"",""22:00""]],""Th"":[[""12:00"",""22:00""]],""Tu"":[[""12:00"",""22:00""]],""We"":[[""12:00"",""22:00""]]}","Mo-Su,PH 12:00-22:00; Jan-Mar Mo off","12621.0","Kaulsdorf","yes","no"
"V0101","11010010","Gasthof zum Oberfeld","Marzahn-Hellersdorf","restaurant","regional","","Zanderstraße 27, 12621 Berlin","52.515717","13.593590","","{""Fr"":[[""12:00"",""22:00""]],""Mo"":[[""12:00"",""22:00""]],""PH"":[[""12:00"",""22:00""]],""Sa"":[[""12:00"",""22:00""]],""Su"":[[""12:00"",""22:00""]],""Th"":[[""12:00"",""22:00""]],""Tu"":[[""12:00"",""22:00""]],""We"":[[""12:00"",""22:00""]]}","Mo-Su,PH 12:00-22:00","12621.0","Kaulsdorf","","no"
"V0102","11005005","Pizza Pasta Gatow","Spandau","restaurant","pizza","","Pizza Pasta Gatow, Rodensteinstraße, Wilhelmstadt, Spandau, Berlin, 13595, Deutschland","52.511459","13.181399","","{""Fr"":[[""11:00"",""23:00""]],""Mo"":[[""11:00"",""23:00""]],""PH"":[[""11:00"",""23:00""]],""Sa"":[[""11:00"",""23:00""]],""Su"":[[""11:00"",""23:00""]],""Th"":[[""11:00"",""23:00""]],""Tu"":[[""11:00"",""23:00""]],""We"":[[""11:00"",""23:00""]]}","PH,Mo-Su 11:00-23:00","13595.0","Wilhelmstadt","","yes"
"V0103","11005005","La Posta Trattoria","Spandau","restaurant","","","Weinmeisterhornweg 42, 13595 Berlin","52.509345","13.181153","","","","13595.0","Wilhelmstadt","","yes"
"V0104","11002002","Die Henne - Alt-Berliner Wirtshaus","Friedrichshain-Kreuzberg","restaurant","chicken","+49306147730","Leuschnerdamm 25","52.504153","13.417750","https://www.henne-berlin.de","{""Fr"":[[""17:00"",""00:00""]],""Sa"":[[""17:00"",""00:00""]],""Su"":[[""17:00"",""00:00""]],""Th"":[[""17:00"",""00:00""]],""Tu"":[[""17:00"",""00:00""]],""We"":[[""17:00"",""00:00""]]}","Tu-Su 17:00-24:00","","Kreuzberg","","limited"
"V0105","11003003","Immertreu","Pankow","bar","","","Christburger Straße 6, 10405 Berlin","52.536366","13.425073","","{""Fr"":[[""20:00-24:00"",""late""]],""Mo"":[[""20:00-24:00"",""late""]],""Sa"":[[""20:00-24:00"",""late""]],""Th"":[[""20:00-24:00"",""late""]],""Tu"":[[""20:00-24:00"",""late""]],""We"":[[""20:00-24:00"",""late""]]}","Mo-Sa 20:00-24:00+","10405.0","Prenzlauer Berg","","no"
"V0106","11001001","Hoa Rong","Mitte","restaurant","vietnamese","+493043666683","Georgenstraße 25","52.519714","13.387751","https://www.hoa-rong.com/","{""Fr"":[[""11:30"",""23:00""]],""Mo"":[[""11:30"",""23:00""]],""Sa"":[[""13:00"",""23:00""]],""Th"":[[""11:30"",""23:00""]],""Tu"":[[""11:30"",""23:00""]],""We"":[[""11:30"",""23:00""]]}","Mo-Fr 11:30-23:00; Sa 13:00-23:00","","Mitte","","yes"
"V0107","11004004","Machiavelli","Charlottenburg-Wilmersdorf","restaurant","international","+493053157176","Clayallee 1, 14195 Berlin","52.474800","13.278179","","","","14195.0","Grunewald","","limited"
"V0108","11012012","Andaz","Reinickendorf","restaurant","indian","","Andaz, Moränenweg, Tegel, Reinickendorf, Berlin, 13509, Deutschland","52.599386","13.301149","https://andazberlin.de/","{}","https://andazberlin.de/","13509.0","Tegel","","limited"
"V0109","11006006","Sida","Steglitz-Zehlendorf","restaurant","thai","+49307923670","Ahornstraße 32, 12163 Berlin","52.460514","13.323131","https://www.sidathai.de","{""Fr"":[[""12:00"",""22:00""]],""Mo"":[[""12:00"",""22:00""]],""Sa"":[[""12:00"",""22:00""]],""Su"":[[""12:00"",""22:00""]],""Th"":[[""12:00"",""22:00""]],""Tu"":[[""12:00"",""22:00""]],""We"":[[""12:00"",""22:00""]]}","Mo-Su 12:00-22:00","12163.0","Steglitz","","no"
"V0110","11003003","Café Meta","Pankow","cafe","german","","Am Falkplatz 1, 10437 Berlin","52.545836","13.406109","https://www.restaurant-meta.de/","{""Fr"":[[""16:00"",""00:00""]],""Mo"":[[""16:00"",""00:00""]],""Sa"":[[""12:00"",""00:00""]],""Su"":[[""12:00"",""00:00""]],""Th"":[[""16:00"",""00:00""]],""Tu"":[[""16:00"",""00:00""]],""We"":[[""16:00"",""00:00""]]}","Mo-Fr 16:00-24:00; Sa-Su 12:00-24:00","10437.0","Prenzlauer Berg","","limited"
"V0111","11004004","Kuno 15","Charlottenburg-Wilmersdorf","cafe","coffee_shop;ice_cream","+491792369063","Kuno-Fischer-Straße 15, 14057 Berlin","52.503899","13.290980","","{""Fr"":[[""09:00"",""20:00""]],""Mo"":[[""09:00"",""20:00""]],""Sa"":[[""10:00"",""20:00""]],""Su"":[[""10:00"",""20:00""]],""Th"":[[""09:00"",""20:00""]],""Tu"":[[""09:00"",""20:00""]],""We"":[[""09:00"",""20:00""]]}","Mo-Fr 09:00-20:00; Sa-Su 10:00-20:00","14057.0","Charlottenburg","yes","limited"
"V0112","11004004","Eiffel","Charlottenburg-Wilmersdorf","restaurant","french;mediterranean","","Kurfürstendamm 105, 10711 Berlin","52.497989","13.294472","","{""Fr"":[[""09:00"",""23:00""]],""Mo"":[[""09:00"",""23:00""]],""Sa"":[[""09:00"",""23:00""]],""Su"":[[""09:00"",""23:00""]],""Th"":[[""09:00"",""23:00""]],""Tu"":[[""09:00"",""23:00""]],""We"":[[""09:00"",""23:00""]]}","Mo-Su 09:00-23:00","10711.0","Halensee","","yes"
"V0113","11004004","Xantener Eck","Charlottenburg-Wilmersdorf","restaurant","german","","Xantener Straße 1, 10707 Berlin","52.498822","13.307646","","","","10707.0","Wilmersdorf","","limited"
"V0114","11004004","Casa di Maria","Charlottenburg-Wilmersdorf","restaurant","italian","","Uhlandstraße 149, 10719 Berlin","52.496811","13.324447","","{""Fr"":[[""12:00"",""23:00""]],""Mo"":[[""12:00"",""23:00""]],""Sa"":[[""12:00"",""23:00""]],""Th"":[[""12:00"",""23:00""]],""Tu"":[[""12:00"",""23:00""]],""We"":[[""12:00"",""23:00""]]}","Mo-Sa 12:00-23:00","10719.0","Wilmersdorf","","no"
"V0115","11001001","Tiger Karaoke","Mitte","bar","","","Müllerstraße 6","52.541403","13.368492","","","","","Wedding","","no"
"V0116","11008008","Shaan","Neukölln","restaurant","indian","+493068089382","Richardplatz 20, 12055 Berlin","52.473955","13.446854","https://shaan-berlin.de/#!/bilder-neukoelln/","{""Fr"":[[""12:00-18:00"",""late""]],""Mo"":[[""12:00-18:00"",""late""]],""Sa"":[[""12:00-18:00"",""late""]],""Su"":[[""12:00-18:00"",""late""]],""Th"":[[""12:00-18:00"",""late""]],""Tu"":[[""12:00-18:00"",""late""]],""We"":[[""12:00-18:00"",""late""]]}","Mo-Su 12:00-18:00+","12055.0","Neukölln","yes","no"
"V0117","11008008","Restaurant Louis","Neukölln","restaurant","austrian","+49306810210","Richardplatz 5, 12055 Berlin","52.474338","13.445280","https://cafe-restaurant-louis.de/","{""Fr"":[[""11:30"",""23:00""]],""Mo"":[[""12:15"",""23:00""]],""Sa"":[[""11:30"",""23:00""]],""Su"":[[""11:30"",""23:00""]],""Th"":[[""11:30"",""23:00""]],""Tu"":[[""12:15"",""23:00""]],""We"":[[""11:30"",""23:00""]]}","We-Su 11:30-23:00; Mo, Tu 12:15-23:00","12055.0","Neukölln","","limited"
"V0118","11001001","Da Ponte","Mitte","restaurant","pizza;italian","","Helgoländer Ufer 7, 10557 Berlin","52.522091","13.348823","https://daponte-berlin.de/","{""Fr"":[[""16:00"",""23:00""]],""Sa"":[[""16:00"",""23:00""]],""Su"":[[""16:00"",""23:00""]],""Th"":[[""16:00"",""23:00""]],""Tu"":[[""16:00"",""23:00""]],""We"":[[""16:00"",""23:00""]]}","Tu-Su 16:00-23:00","10557.0","Moabit","","yes"
